expansion,url,name,cost,converted_cost,type,rarity,pt,text
odyssey,/mtg/odyssey/vampiric-dragon,Vampiric Dragon,"['6', 'B', 'R']",8.0,5/5 Creature - Vampire Dragon,R,,"Flying Whenever a creature dealt damage by Vampiric Dragon this turn is put into a graveyard, put a +1/+1 counter on Vampiric Dragon.  {1}{R}: Vampiric Dragon deals 1 damage to target creature."
odyssey,/mtg/odyssey/overrun,Overrun,"['2', 'G', 'G', 'G']",5.0,Sorcery,U,,"Creatures you control get +3/+3 and gain trample until end of turn. <em>(If a creature you control would deal enough combat damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player.)</em"
odyssey,/mtg/odyssey/divine-sacrament,Divine Sacrament,"['1', 'W', 'W']",3.0,Enchantment,R,,White creatures get +1/+1.  <em>Threshold</em> - White creatures get an additional +1/+1 as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/island-335-a,Island (335 A),[],0.0,Basic Land - Island,L,,{U
odyssey,/mtg/odyssey/syncopate,Syncopate,"['X', 'U']",2.0,Instant,C,,"Counter target spell unless its controller pays {X}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard."
odyssey,/mtg/odyssey/centaur-garden,Centaur Garden,[],0.0,Land,U,,"{T}: Add {G}. Centaur Garden deals 1 damage to you.  <em>Threshold</em> - {G}, {T}, Sacrifice Centaur Garden: Target creature gets +3/+3 until end of turn. Activate this ability only if seven or more cards are in your graveyard."
odyssey,/mtg/odyssey/gorilla-titan,Gorilla Titan,"['3', 'G', 'G']",5.0,Creature - Ape,U,4/4,Trample Gorilla Titan gets +4/+4 as long as there are no cards in your graveyard.
odyssey,/mtg/odyssey/plains-331-a,Plains (331 A),[],0.0,Basic Land - Plains,L,,{W
odyssey,/mtg/odyssey/kamahl-pit-fighter,"Kamahl, Pit Fighter","['4', 'R', 'R']",6.0,Legendary Creature - Human Barbarian,R,6/1,"Haste <em>(This creature can attack and {T} as soon as it comes under your control.)</em> {T}: Kamahl, Pit Fighter deals 3 damage to any target."
odyssey,/mtg/odyssey/aboshan-cephalid-emperor,"Aboshan, Cephalid Emperor","['4', 'U', 'U']",6.0,Legendary Creature - Cephalid Noble,R,3/3,Tap an untapped Cephalid you control: Tap target permanent.  {U}{U}{U}: Tap all creatures without flying.
odyssey,/mtg/odyssey/atogatog,Atogatog,"['W', 'U', 'B', 'R', 'G']",5.0,5/5 Legendary Creature - Atog,R,,"Sacrifice an Atog creature: Atogatog gets +X/+X until end of turn, where X is the sacrificed creature's power."
odyssey,/mtg/odyssey/iridescent-angel,Iridescent Angel,"['5', 'W', 'U']",7.0,Creature - Angel,R,4/4,"Flying, protection from all colors"
odyssey,/mtg/odyssey/sungrass-prairie,Sungrass Prairie,[],0.0,Land,R,,"{1}, {T}: Add {G}{W}."
odyssey,/mtg/odyssey/recoup,Recoup,"['1', 'R']",2.0,Sorcery,U,,Target sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. <em>(Mana cost includes color.)</em> Flashback {3}{R} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/roar-of-the-wurm,Roar of the Wurm,"['6', 'G']",7.0,Sorcery,U,,Put a 6/6 green Wurm creature token onto the battlefield. Flashback {3}{G} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/forest-348-b,Forest (348 B),[],0.0,Basic Land - Forest,L,,{G
odyssey,/mtg/odyssey/lava-blister,Lava Blister,"['1', 'R']",2.0,Sorcery,U,,Destroy target nonbasic land unless its controller has Lava Blister deal 6 damage to him or her.
odyssey,/mtg/odyssey/plains-332-b,Plains (332 B),[],0.0,Basic Land - Plains,L,,{W
odyssey,/mtg/odyssey/mystic-enforcer,Mystic Enforcer,"['2', 'G', 'W']",4.0,Creature - Human Nomad Mystic,R,3/3,Protection from black  <em>Threshold</em> - Mystic Enforcer gets +3/+3 and has flying as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/concentrate,Concentrate,"['2', 'U', 'U']",4.0,Sorcery,U,,Draw three cards.
odyssey,/mtg/odyssey/shifty-doppelganger,Shifty Doppelganger,"['2', 'U']",3.0,Creature - Shapeshifter,R,1/1,"{3}{U}, Exile Shifty Doppelganger: You may put a creature card from your hand onto the battlefield. If you do, that creature gains haste until end of turn. At the beginning of the next end step, sacrifice that creature. If you do, return Shifty Doppelganger to the battlefield."
odyssey,/mtg/odyssey/coffin-purge,Coffin Purge,['B'],1.0,Instant,C,,Exile target card from a graveyard. Flashback {B} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/deep-reconnaissance,Deep Reconnaissance,"['2', 'G']",3.0,Sorcery,U,,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.Flashback {4}{G} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/animal-boneyard,Animal Boneyard,"['2', 'W']",3.0,Enchantment - Aura,U,,"Enchant land Enchanted land has ""{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness."""
odyssey,/mtg/odyssey/frightcrawler,Frightcrawler,"['1', 'B']",2.0,Creature - Horror,C,1/1,"Fear  <em>Threshold</em> - As long as seven or more cards are in your graveyard, Frightcrawler gets +2/+2 and can't block."
odyssey,/mtg/odyssey/mountain-345-c,Mountain (345 C),[],0.0,Basic Land - Mountain,L,,{R
odyssey,/mtg/odyssey/ghastly-demise,Ghastly Demise,['B'],1.0,Instant,C,,Destroy target nonblack creature if its toughness is less than or equal to the number of cards in your graveyard.
odyssey,/mtg/odyssey/charmed-pendant,Charmed Pendant,['4'],4.0,Artifact,R,,"{T}, Mill a card: For each colored mana symbol in the milled card’s mana cost, add one mana of that color. Activate this ability only any time you could cast an instant."
odyssey,/mtg/odyssey/ground-seal,Ground Seal,"['1', 'G']",2.0,Enchantment,R,,"When Ground Seal enters the battlefield, draw a card. Cards in graveyards can't be the targets of spells or abilities."
odyssey,/mtg/odyssey/aboshans-desire,Aboshan's Desire,['U'],1.0,Enchantment - Aura,C,,Enchant creature Enchanted creature has flying. Threshold - Enchanted creature has shroud as long as seven or more cards are in your graveyard. <em>(It can't be the target of spells or abilities.)</em
odyssey,/mtg/odyssey/master-apothecary,Master Apothecary,"['W', 'W', 'W']",3.0,Creature - Human Cleric,R,2/2,Tap an untapped Cleric you control: Prevent the next 2 damage that would be dealt to any target this turn.
odyssey,/mtg/odyssey/nomad-stadium,Nomad Stadium,[],0.0,Land,U,,"{T}: Add {W}. Nomad Stadium deals 1 damage to you.  <em>Threshold</em> - {W}, {T}, Sacrifice Nomad Stadium: You gain 4 life. Activate this ability only if seven or more cards are in your graveyard."
odyssey,/mtg/odyssey/sungrass-egg,Sungrass Egg,['1'],1.0,Artifact,U,,"{2}, {T}, Sacrifice Sungrass Egg: Add {G}{W}. Draw a card."
odyssey,/mtg/odyssey/puppeteer,Puppeteer,"['2', 'U']",3.0,Creature - Human Wizard,U,1/2,"{U}, {T}: Tap or untap target creature."
odyssey,/mtg/odyssey/wayward-angel,Wayward Angel,"['4', 'W', 'W']",6.0,Creature - Angel Horror,R,4/4,"Flying, vigilance  <em>Threshold</em> - As long as seven or more cards are in your graveyard, Wayward Angel gets +3/+3, is black, has trample, and has ""At the beginning of your upkeep, sacrifice a creature."""
odyssey,/mtg/odyssey/flame-burst,Flame Burst,"['1', 'R']",2.0,Instant,C,,"Flame Burst deals X damage to any target, where X is 2 plus the number of cards named Flame Burst in all graveyards."
odyssey,/mtg/odyssey/chlorophant,Chlorophant,"['G', 'G', 'G']",3.0,Creature - Elemental,R,1/1,"At the beginning of your upkeep, you may put a +1/+1 counter on Chlorophant.  <em>Threshold</em> - As long as seven or more cards are in your graveyard, Chlorophant has ""At the beginning of your upkeep, you may put another +1/+1 counter on Chlorophant."""
odyssey,/mtg/odyssey/unifying-theory,Unifying Theory,"['1', 'U']",2.0,Enchantment,R,,"Whenever a player casts a spell, that player may pay {2}. If the player does, they draw a card."
odyssey,/mtg/odyssey/obstinate-familiar,Obstinate Familiar,['R'],1.0,Creature - Lizard,R,1/1,"If you would draw a card, you may skip that draw instead."
odyssey,/mtg/odyssey/angelic-wall,Angelic Wall,"['1', 'W']",2.0,Creature - Wall,C,0/4,"Defender, flying <em>(This creature can't attack, and it can block creatures with flying.)</em"
odyssey,/mtg/odyssey/overeager-apprentice,Overeager Apprentice,"['2', 'B']",3.0,Creature - Human Minion,C,1/2,"Discard a card, Sacrifice Overeager Apprentice: Add {B}{B}{B}."
odyssey,/mtg/odyssey/rites-of-spring,Rites of Spring,"['1', 'G']",2.0,Sorcery,C,,"Discard any number of cards. Search your library for up to that many basic land cards, reveal those cards, and put them into your hand. Then shuffle your library."
odyssey,/mtg/odyssey/skycloud-egg,Skycloud Egg,['1'],1.0,Artifact,U,,"{2}, {T}, Sacrifice Skycloud Egg: Add {W}{U}. Draw a card."
odyssey,/mtg/odyssey/soulcatcher,Soulcatcher,"['1', 'W']",2.0,Creature - Bird Soldier,U,1/1,"Flying Whenever a creature with flying is put into a graveyard from the battlefield, put a +1/+1 counter on Soulcatcher."
odyssey,/mtg/odyssey/balancing-act,Balancing Act,"['2', 'W', 'W']",4.0,Sorcery,R,,"Each player chooses a number of permanents they control equal to the number of permanents controlled by the player who controls the fewest, then sacrifices the rest. Each player discards cards the same way."
odyssey,/mtg/odyssey/escape-artist,Escape Artist,"['1', 'U']",2.0,Creature - Human Wizard,C,1/1,"Escape Artist is unblockable.  {U}, Discard a card: Return Escape Artist to its owner's hand."
odyssey,/mtg/odyssey/shadowblood-egg,Shadowblood Egg,['1'],1.0,Artifact,U,,"{2}, {T}, Sacrifice Shadowblood Egg: Add {B}{R}. Draw a card."
odyssey,/mtg/odyssey/zoologist,Zoologist,"['3', 'G']",4.0,Creature - Human Druid,R,1/2,"{3}{G}, {T}: Reveal the top card of your library. If it's a creature card, put it onto the battlefield. Otherwise, put it into your graveyard."
odyssey,/mtg/odyssey/stone-tongue-basilisk,Stone-Tongue Basilisk,"['4', 'G', 'G', 'G']",7.0,Creature - Basilisk,R,4/5,"Whenever Stone-Tongue Basilisk deals combat damage to a creature, destroy that creature at end of combat.  <em>Threshold</em> - As long as seven or more cards are in your graveyard, all creatures able to block Stone-Tongue Basilisk do so."
odyssey,/mtg/odyssey/darkwater-egg,Darkwater Egg,['1'],1.0,Artifact,U,,"{2}, {T}, Sacrifice Darkwater Egg: Add {U}{B}. Draw a card."
odyssey,/mtg/odyssey/muscle-burst,Muscle Burst,"['1', 'G']",2.0,Instant,C,,"Target creature gets +X/+X until end of turn, where X is 3 plus the number of cards named Muscle Burst in all graveyards."
odyssey,/mtg/odyssey/infected-vermin,Infected Vermin,"['2', 'B']",3.0,Creature - Rat,U,1/1,{2}{B}: Infected Vermin deals 1 damage to each creature and each player.  <em>Threshold</em> - {3}{B}: Infected Vermin deals 3 damage to each creature and each player. Activate this ability only if seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/mossfire-egg,Mossfire Egg,['1'],1.0,Artifact,U,,"{2}, {T}, Sacrifice Mossfire Egg: Add {R}{G}. Draw a card."
odyssey,/mtg/odyssey/mountain-343-a,Mountain (343 A),[],0.0,Basic Land - Mountain,L,,{R
odyssey,/mtg/odyssey/pianna-nomad-captain,"Pianna, Nomad Captain","['1', 'W', 'W']",3.0,Legendary Creature - Human Nomad,R,2/2,"Whenever Pianna, Nomad Captain attacks, attacking creatures get +1/+1 until end of turn."
odyssey,/mtg/odyssey/beloved-chaplain,Beloved Chaplain,"['1', 'W']",2.0,Creature - Human Cleric,U,1/1,Protection from creatures
odyssey,/mtg/odyssey/bloodcurdler,Bloodcurdler,"['1', 'B']",2.0,Creature - Horror,R,1/1,"Flying At the beginning of your upkeep, mill a card.  <em>Threshold</em> - As long as seven or more cards are in your graveyard, Bloodcurdler gets +1/+1 and has ""At the beginning of your end step, exile two cards from your graveyard."""
odyssey,/mtg/odyssey/blazing-salvo,Blazing Salvo,['R'],1.0,Instant,C,,Blazing Salvo deals 3 damage to target creature unless that creature's controller has Blazing Salvo deal 5 damage to him or her.
odyssey,/mtg/odyssey/kirtars-desire,Kirtar's Desire,['W'],1.0,Enchantment - Aura,C,,Enchant creature Enchanted creature can't attack.  <em>Threshold</em> - Enchanted creature can't block as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/rites-of-refusal,Rites of Refusal,"['1', 'U']",2.0,Instant,C,,Discard any number of cards. Counter target spell unless its controller pays {3} for each card discarded this way.
odyssey,/mtg/odyssey/persuasion,Persuasion,"['3', 'U', 'U']",5.0,Enchantment - Aura,R,,Enchant creature <em>(Target a creature as you cast this. This card enters the battlefield attached to that creature.)</em> You control enchanted creature.
odyssey,/mtg/odyssey/ancestral-tribute,Ancestral Tribute,"['5', 'W', 'W']",7.0,Sorcery,R,,You gain 2 life for each card in your graveyard. Flashback {9}{W}{W}{W} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/cease-fire,Cease-Fire,"['2', 'W']",3.0,Instant,C,,Target player can't cast creature spells this turn. Draw a card.
odyssey,/mtg/odyssey/gravedigger,Gravedigger,"['3', 'B']",4.0,Creature - Zombie,C,2/2,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand."
odyssey,/mtg/odyssey/primal-frenzy,Primal Frenzy,['G'],1.0,Enchantment - Aura,C,,Enchant creature Enchanted creature has trample.
odyssey,/mtg/odyssey/whipkeeper,Whipkeeper,"['2', 'R', 'R']",4.0,Creature - Dwarf,U,1/1,{T}: Whipkeeper deals damage to target creature equal to the damage already dealt to it this turn.
odyssey,/mtg/odyssey/zombie-cannibal,Zombie Cannibal,['B'],1.0,Creature - Zombie,C,1/1,"Whenever Zombie Cannibal deals combat damage to a player, you may exile target card from that player's graveyard."
odyssey,/mtg/odyssey/druid-lyrist,Druid Lyrist,['G'],1.0,Creature - Human Druid,C,1/1,"{G}, {T}, Sacrifice Druid Lyrist: Destroy target enchantment."
odyssey,/mtg/odyssey/laquatuss-creativity,Laquatus's Creativity,"['4', 'U']",5.0,Sorcery,U,,"Target player draws cards equal to the number of cards in their hand, then discards that many cards."
odyssey,/mtg/odyssey/woodland-druid,Woodland Druid,['G'],1.0,Creature - Human Druid,C,1/2,
odyssey,/mtg/odyssey/mystic-crusader,Mystic Crusader,"['1', 'W', 'W']",3.0,Creature - Human Nomad Mystic,R,2/1,Protection from black and from red  <em>Threshold</em> - Mystic Crusader gets +1/+1 and has flying as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/pedantic-learning,Pedantic Learning,"['U', 'U']",2.0,Enchantment,R,,"Whenever a land card is put into your graveyard from your library, you may pay {1}. If you do, draw a card."
odyssey,/mtg/odyssey/savage-firecat,Savage Firecat,"['3', 'R', 'R']",5.0,Creature - Elemental Cat,R,0/0,"Trample Savage Firecat enters the battlefield with seven +1/+1 counters on it. Whenever you tap a land for mana, remove a +1/+1 counter from Savage Firecat."
odyssey,/mtg/odyssey/volley-of-boulders,Volley of Boulders,"['8', 'R']",9.0,Sorcery,R,,Volley of Boulders deals 6 damage divided as you choose among any number of target creatures and/or players. Flashback {R}{R}{R}{R}{R}{R} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/verdant-succession,Verdant Succession,"['4', 'G']",5.0,Enchantment,R,,"Whenever a green nontoken creature dies, that creature’s controller may search their library for a card with the same name as that creature and put it onto the battlefield. If that player does, they shuffle their library."
odyssey,/mtg/odyssey/cephalid-looter,Cephalid Looter,"['2', 'U']",3.0,Creature - Cephalid Rogue,C,2/1,"{T}: Target player draws a card, then discards a card."
odyssey,/mtg/odyssey/dirty-wererat,Dirty Wererat,"['3', 'B']",4.0,Creature - Human Rat Minion,C,2/3,"{B}, Discard a card: Regenerate Dirty Wererat.  <em>Threshold</em> - As long as seven or more cards are in your graveyard, Dirty Wererat gets +2/+2 and can't block."
odyssey,/mtg/odyssey/life-burst,Life Burst,"['1', 'W']",2.0,Instant,C,,"Target player gains 4 life, then gains 4 life for each card named Life Burst in each graveyard."
odyssey,/mtg/odyssey/morgue-theft,Morgue Theft,"['1', 'B']",2.0,Sorcery,C,,Return target creature card from your graveyard to your hand. Flashback {4}{B} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/thaumatog,Thaumatog,"['1', 'G', 'W']",3.0,Creature - Atog,U,1/2,Sacrifice a land: Thaumatog gets +1/+1 until end of turn. Sacrifice an enchantment: Thaumatog gets +1/+1 until end of turn.
odyssey,/mtg/odyssey/cantivore,Cantivore,"['1', 'W', 'W']",3.0,Creature - Lhurgoyf,R,*/*,Vigilance Cantivore's power and toughness are each equal to the number of enchantment cards in all graveyards.
odyssey,/mtg/odyssey/traveling-plague,Traveling Plague,"['3', 'B', 'B']",5.0,Enchantment - Aura,R,,"Enchant creature At the beginning of each upkeep, put a plague counter on Traveling Plague. Enchanted creature gets -1/-1 for each plague counter on Traveling Plague. When enchanted creature leaves the battlefield, that creature's controller returns Traveling Plague from its owner's graveyard to the battlefield."
odyssey,/mtg/odyssey/abandoned-outpost,Abandoned Outpost,[],0.0,Land,C,,"Abandoned Outpost enters the battlefield tapped.  {T}: Add {W}.  {T}, Sacrifice Abandoned Outpost: Add one mana of any color."
odyssey,/mtg/odyssey/cephalid-broker,Cephalid Broker,"['3', 'U']",4.0,Creature - Cephalid,U,2/2,"{T}: Target player draws two cards, then discards two cards."
odyssey,/mtg/odyssey/elephant-ambush,Elephant Ambush,"['2', 'G', 'G']",4.0,Instant,C,,Put a 3/3 green Elephant creature token onto the battlefield. Flashback {6}{G}{G} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/lithatog,Lithatog,"['1', 'R', 'G']",3.0,Creature - Atog,U,1/2,Sacrifice an artifact: Lithatog gets +1/+1 until end of turn. Sacrifice a land: Lithatog gets +1/+1 until end of turn.
odyssey,/mtg/odyssey/psionic-gift,Psionic Gift,"['1', 'U']",2.0,Enchantment - Aura,C,,"Enchant creature Enchanted creature has ""{T}: This creature deals 1 damage to any target."""
odyssey,/mtg/odyssey/sarcatog,Sarcatog,"['1', 'B', 'R']",3.0,Creature - Atog,U,1/2,Exile two cards from your graveyard: Sarcatog gets +1/+1 until end of turn. Sacrifice an artifact: Sarcatog gets +1/+1 until end of turn.
odyssey,/mtg/odyssey/setons-desire,Seton's Desire,"['2', 'G']",3.0,Enchantment - Aura,C,,"Enchant creature Enchanted creature gets +2/+2.  <em>Threshold</em> - As long as seven or more cards are in your graveyard, all creatures able to block enchanted creature do so."
odyssey,/mtg/odyssey/sylvan-might,Sylvan Might,"['1', 'G']",2.0,Instant,U,,Target creature gets +2/+2 and gains trample until end of turn. Flashback {2}{G}{G} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/volcanic-spray,Volcanic Spray,"['1', 'R']",2.0,Sorcery,U,,Volcanic Spray deals 1 damage to each creature without flying and each player. Flashback {1}{R} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/bog-wreckage,Bog Wreckage,[],0.0,Land,C,,"Bog Wreckage enters the battlefield tapped.  {T}: Add {B}.  {T}, Sacrifice Bog Wreckage: Add one mana of any color."
odyssey,/mtg/odyssey/cartographer,Cartographer,"['2', 'G']",3.0,Creature - Human,C,2/2,"When Cartographer enters the battlefield, you may return target land card from your graveyard to your hand."
odyssey,/mtg/odyssey/hallowed-healer,Hallowed Healer,"['2', 'W']",3.0,Creature - Human Cleric,C,1/1,{T}: Prevent the next 2 damage that would be dealt to any target this turn.  <em>Threshold</em> - {T}: Prevent the next 4 damage that would be dealt to any target this turn. Activate this ability only if seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/mystic-penitent,Mystic Penitent,['W'],1.0,Creature - Human Nomad Mystic,U,1/1,Vigilance  <em>Threshold</em> - Mystic Penitent gets +1/+1 and has flying as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/phantatog,Phantatog,"['1', 'W', 'U']",3.0,Creature - Atog,U,1/2,Sacrifice an enchantment: Phantatog gets +1/+1 until end of turn. Discard a card: Phantatog gets +1/+1 until end of turn.
odyssey,/mtg/odyssey/sphere-of-duty,Sphere of Duty,"['3', 'W']",4.0,Enchantment,U,,"If a green source would deal damage to you, prevent 2 of that damage."
odyssey,/mtg/odyssey/spiritualize,Spiritualize,"['2', 'W']",3.0,Instant,U,,"Until end of turn, whenever target creature deals damage, you gain that much life. Draw a card."
odyssey,/mtg/odyssey/think-tank,Think Tank,"['2', 'U']",3.0,Enchantment,U,,"At the beginning of your upkeep, look at the top card of your library. You may put that card into your graveyard."
odyssey,/mtg/odyssey/battle-of-wits,Battle of Wits,"['3', 'U', 'U']",5.0,Enchantment,R,,"At the beginning of your upkeep, if you have 200 or more cards in your library, you win the game."
odyssey,/mtg/odyssey/cephalid-retainer,Cephalid Retainer,"['2', 'U', 'U']",4.0,Creature - Cephalid,R,2/3,{U}{U}: Tap target creature without flying.
odyssey,/mtg/odyssey/cephalid-shrine,Cephalid Shrine,"['1', 'U', 'U']",3.0,Enchantment,R,,"Whenever a player casts a spell, counter that spell unless that player pays {X}, where X is the number of cards in all graveyards with the same name as the spell."
odyssey,/mtg/odyssey/magnivore,Magnivore,"['2', 'R', 'R']",4.0,Creature - Lhurgoyf,R,*/*,Haste <em>(This creature can attack the turn it comes under your control.)</em> Magnivore's power and toughness are each equal to the number of sorcery cards in all graveyards.
odyssey,/mtg/odyssey/malevolent-awakening,Malevolent Awakening,"['1', 'B', 'B']",3.0,Enchantment,U,,"{1}{B}{B}, Sacrifice a creature: Return target creature card from your graveyard to your hand."
odyssey,/mtg/odyssey/kirtars-wrath,Kirtar's Wrath,"['4', 'W', 'W']",6.0,Sorcery,R,,"Destroy all creatures. They can't be regenerated.  <em>Threshold</em> - If seven or more cards are in your graveyard, instead destroy all creatures, then put two 1/1 white Spirit creature tokens with flying onto the battlefield. Creatures destroyed this way can't be regenerated."
odyssey,/mtg/odyssey/bamboozle,Bamboozle,"['2', 'U']",3.0,Sorcery,U,,Target player reveals the top four cards of their library. You choose two of those cards and put them into that player’s graveyard. Put the rest on top of their library in any order.
odyssey,/mtg/odyssey/patrol-hound,Patrol Hound,"['1', 'W']",2.0,2/2 Creature - Dog,C,,Discard a card: Patrol Hound gains first strike until end of turn.
odyssey,/mtg/odyssey/pipers-melody,Piper's Melody,['G'],1.0,Sorcery,U,,Shuffle any number of target creature cards from your graveyard into your library.
odyssey,/mtg/odyssey/refresh,Refresh,"['2', 'G']",3.0,Instant,C,,Regenerate target creature. Draw a card.
odyssey,/mtg/odyssey/cabal-shrine,Cabal Shrine,"['1', 'B', 'B']",3.0,Enchantment,R,,"Whenever a player casts a spell, that player discards X cards, where X is the number of cards in all graveyards with the same name as that spell."
odyssey,/mtg/odyssey/dogged-hunter,Dogged Hunter,"['2', 'W']",3.0,Creature - Human Nomad,R,1/1,{T}: Destroy target creature token.
odyssey,/mtg/odyssey/mudhole,Mudhole,"['2', 'R']",3.0,Instant,R,,Target player exiles all land cards from their graveyard.
odyssey,/mtg/odyssey/aether-burst,Aether Burst,"['1', 'U']",2.0,Instant,C,,"Return up to X target creatures to their owners' hands, where X is one plus the number of cards named Aether Burst in all graveyards as you cast Aether Burst."
odyssey,/mtg/odyssey/metamorphic-wurm,Metamorphic Wurm,"['3', 'G', 'G']",5.0,Creature - Elephant Wurm,U,3/3,<em>Threshold</em> - Metamorphic Wurm gets +4/+4 as long as seven or more cards are in your graveyard.
odyssey,/mtg/odyssey/phantom-whelp,Phantom Whelp,"['1', 'U']",2.0,Creature - Illusion Dog,C,2/2,"When Phantom Whelp attacks or blocks, return it to its owner's hand at end of combat. <em>(Return it only if it's on the battlefield.)</em"
odyssey,/mtg/odyssey/sphere-of-law,Sphere of Law,"['3', 'W']",4.0,Enchantment,U,,"If a red source would deal damage to you, prevent 2 of that damage."
odyssey,/mtg/odyssey/vivify,Vivify,"['2', 'G']",3.0,Instant,U,,Target land becomes a 3/3 creature until end of turn. It's still a land. Draw a card.
odyssey,/mtg/odyssey/ashen-firebeast,Ashen Firebeast,"['6', 'R', 'R']",8.0,Creature - Elemental Beast,R,6/6,{1}{R}: Ashen Firebeast deals 1 damage to each creature without flying.
odyssey,/mtg/odyssey/aura-graft,Aura Graft,"['1', 'U']",2.0,Instant,U,,Gain control of target Aura that's attached to a permanent. Attach it to another permanent it can enchant.
odyssey,/mtg/odyssey/battle-strain,Battle Strain,"['1', 'R']",2.0,Enchantment,U,,"Whenever a creature blocks, Battle Strain deals 1 damage to that creature's controller."
odyssey,/mtg/odyssey/blessed-orator,Blessed Orator,"['3', 'W']",4.0,Creature - Human Cleric,U,1/4,Other creatures you control get +0/+1.
odyssey,/mtg/odyssey/caustic-tar,Caustic Tar,"['4', 'B', 'B']",6.0,Enchantment - Aura,U,,"Enchant land Enchanted land has ""{T}: Target player loses 3 life."""
odyssey,/mtg/odyssey/cognivore,Cognivore,"['6', 'U', 'U']",8.0,Creature - Lhurgoyf,R,*/*,Flying Cognivore's power and toughness are each equal to the number of instant cards in all graveyards.
odyssey,/mtg/odyssey/deluge,Deluge,"['2', 'U']",3.0,Instant,U,,Tap all creatures without flying.
odyssey,/mtg/odyssey/demolish,Demolish,"['3', 'R']",4.0,Sorcery,U,,Destroy target artifact or land.
odyssey,/mtg/odyssey/dwarven-strike-force,Dwarven Strike Force,"['4', 'R']",5.0,Creature - Dwarf Berserker,U,4/3,Discard a card at random: Dwarven Strike Force gains first strike and haste until end of turn.
odyssey,/mtg/odyssey/engulfing-flames,Engulfing Flames,['R'],1.0,Instant,U,,Engulfing Flames deals 1 damage to target creature. It can't be regenerated this turn. Flashback {3}{R} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/fervent-denial,Fervent Denial,"['3', 'U', 'U']",5.0,Instant,U,,Counter target spell. Flashback {5}{U}{U} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
odyssey,/mtg/odyssey/graceful-antelope,Graceful Antelope,"['2', 'W', 'W']",4.0,Creature - Antelope,R,1/4,"Plainswalk Whenever Graceful Antelope deals combat damage to a player, you may have target land become a Plains until Graceful Antelope leaves the battlefield."
odyssey,/mtg/odyssey/junk-golem,Junk Golem,['4'],4.0,Artifact Creature - Golem,R,0/0,"Junk Golem enters the battlefield with three +1/+1 counters on it. At the beginning of your upkeep, sacrifice Junk Golem unless you remove a +1/+1 counter from it.  {1}, Discard a card: Put a +1/+1 counter on Junk Golem."
odyssey,/mtg/odyssey/mind-burst,Mind Burst,"['1', 'B']",2.0,Sorcery,C,,"Target player discards X cards, where X is one plus the number of cards named Mind Burst in all graveyards."
odyssey,/mtg/odyssey/ravaged-highlands,Ravaged Highlands,[],0.0,Land,C,,"Ravaged Highlands enters the battlefield tapped.  {T}: Add {R}.  {T}, Sacrifice Ravaged Highlands: Add one mana of any color."
odyssey,/mtg/odyssey/shower-of-coals,Shower of Coals,"['3', 'R', 'R']",5.0,Sorcery,U,,Shower of Coals deals 2 damage to each of up to three target creatures and/or players.  <em>Threshold</em> - Shower of Coals deals 4 damage to each of those creatures and/or players instead if seven or more cards are in your graveyard.<br/
odyssey,/mtg/odyssey/sphere-of-truth,Sphere of Truth,"['3', 'W']",4.0,Enchantment,U,,"If a white source would deal damage to you, prevent 2 of that damage."
odyssey,/mtg/odyssey/timberland-ruins,Timberland Ruins,[],0.0,Land,C,,"Timberland Ruins enters the battlefield tapped.  {T}: Add {G}.  {T}, Sacrifice Timberland Ruins: Add one mana of any color."
